engine_temp,vibration,oil_pressure,rpm,failure,predicted_failure,failure_probability
93.97371322408986,4.364360476965945,36.60752634756389,1956.9730350623213,0,0,0.4941619883608027
88.89388559063052,4.319878837424219,38.47250268473174,1990.2032288779071,0,0,0.2712368470146489
95.18150830480553,2.3065352410549775,37.01309469477429,2019.2884635762746,0,0,0.2994585408160304
102.1842388512642,4.504864712447844,40.5520902347306,2284.058438493854,0,1,0.6710282857378591
88.12677300221331,6.099243622732617,45.98589265730956,1775.834807453977,0,0,0.22425345235876792
88.12690434440655,3.0886518213848073,36.14478921429398,1746.095902546202,0,0,0.20022457444991887
102.63370252405913,6.5727239765758885,45.00410248884207,2370.9859226428925,1,1,0.7633377116276422
96.13947783322327,5.731662231626507,36.09163963826556,1861.2065774356106,0,1,0.7248455634098699
86.24420491252039,3.898650017043443,35.76186393751558,1621.0893939268801,0,0,0.22531730535578104
94.34048034868772,4.787705543993229,44.09297309171607,1854.461017370039,0,0,0.32491494992436176
86.2926584575003,7.397482711461549,44.60968189003808,1900.9841794267998,0,0,0.3281121177637815
86.27416197143795,6.1003217202587985,44.25704968381327,2466.4888183177295,0,0,0.22540696704465737
91.93569817252828,5.013175482347222,33.421012958909294,2277.447863713021,0,1,0.6023868797318932
74.69375804273761,4.643475024558524,37.670245109639744,2344.256184989673,0,0,0.0629432815527031
76.20065733989574,5.114913605677489,44.114942960016606,2245.9920927040357,0,0,0.043324562991612914
85.50169976607222,4.232354663086545,40.20770920281947,2283.8731014845944,0,0,0.1540566847901333
81.89735103732461,1.8428757414214783,34.63153576901268,1793.5753620259045,0,0,0.06686790394336609
92.51397866076219,8.063266865802095,42.29158969562721,1940.4193533939547,0,1,0.6806021592323551
82.7358073958303,5.232987498799102,36.42596370504265,1703.0254060929353,0,0,0.23336880082991998
78.70157038931767,5.597220897683806,48.97262424196106,1936.8535908388899,0,0,0.04076826394408799
101.72519015137243,4.913138375184637,47.724207312091295,2205.2314972804224,0,0,0.4809315011164087
88.19378959610772,3.897324798913118,43.020487131777834,2040.374985443674,0,0,0.13548565223499948
90.5402256375034,4.721113278576844,46.80503352384887,2393.4442456880884,0,0,0.16789462526314752
78.60201451029235,2.6009078567085333,40.32395675061691,1657.5752623318342,0,0,0.02996908513117383
85.64493820379855,8.415629747079958,43.82718747187508,2150.071505209472,0,0,0.44464581412256593
90.88738071767892,3.148232002366406,47.388601476510374,1625.5091594392045,0,0,0.08298372166654043
80.79205138062157,3.4520505742292307,41.22749340897156,2028.2529407520926,0,0,0.05376231988515139
93.00558414676537,4.339611193420399,38.72406414242858,2222.1000267669438,0,0,0.39645721921731514
85.19489048064956,6.932113587278566,31.476890209114423,1935.6492299527342,1,1,0.6410140231503512
87.66645000165379,5.021763498893981,39.58433237139253,2165.337981226087,0,0,0.2757688348102446
85.18634710216483,3.145796305954306,44.11711592281156,1712.08029955012,0,0,0.058342974588823676
104.8182254760715,6.88150754113601,44.72816713783815,1500.893006541085,1,1,0.8313677836737597
89.89202220209653,6.096500940178222,42.52182532859205,2167.108886746341,0,0,0.37038603340232495
81.5383125683528,5.807652435824679,37.2935045251888,2523.20307022272,0,0,0.24109622563545868
96.5803592968255,6.0736013617562605,30.115892155262046,1701.1865179490323,0,1,0.8736333243795351
80.23325080023181,8.591542850873676,37.523924509976325,2366.6582540320387,0,0,0.47851555214480224
91.67090876003805,8.277642342554168,38.478275644730246,2013.0270226449234,1,1,0.7729295232343824
74.3226390089618,3.969926985495057,38.43535516404993,1599.2925434920771,0,0,0.0387976322030844
79.37451160881255,7.435827489216728,43.092781784889624,1660.5484095943511,0,0,0.1837517040757217
91.57488988695299,5.57475228463835,49.928382055074195,2004.735432008195,0,0,0.18483125614743892
95.90773263996329,5.748643724206624,40.617646009205465,1878.6613136227688,0,1,0.5920259406499373
91.37094624951976,2.4615937525350073,38.91634105421769,1606.1261069725283,0,0,0.17076183782915555
89.07481374089407,4.744421351917706,38.70389093497954,1491.7882156323785,0,0,0.303597019998828
87.59117043528569,3.7807646144951526,40.62192383453857,1745.9842016220482,0,0,0.1534807124774531
78.17182407706058,6.242088222339964,35.85853119825801,2058.1427024993354,0,0,0.21974857457909397
84.24124633284234,6.606620750604208,40.60099279373028,1998.0797742190587,0,0,0.2985327647111225
86.3148898323217,1.888270473475533,42.254061681658996,1849.6286127499766,0,0,0.049365077392713855
98.45697780975132,4.966947703993594,41.04843031787244,2060.566158287445,0,1,0.5808996631443046
92.74894631654769,6.6827922571913785,42.28770967002391,2312.008015958806,0,1,0.5445606344465013
75.89567875709812,4.719981556529833,42.168738046742675,2118.2379531302445,0,0,0.0438690021596406
92.59267175515836,6.093595467503547,31.14051658876778,1963.6073985831258,0,1,0.7812165480307254
